KO	V102	V103	V104	V011	V112	V113	V118	V119	V012	V125	V128	V129	V013	V132	V014	V141	V149	V015	V153	V155	V156	V159	V016	V161	V175	V002	V208	V021	V215	V216	V218	V219	V022	V222	V227	V023	V230	V024	V243	V254	V260	V267	V277	V028	V280	V283	V290	V297	V311	V312	V313	V320	V343	V036	V037	V373	V038	V393	V043	V049	V005	V050	V051	V054	V055	V057	V060	V061	V063	V065	V074	V075	V008	V080	V082	V085	V087	V092	V094	V097	V003	pathway_1	pathway_2	pathway_3
K00120	0	1666.2222222222222	7.944444444444445	268.8888888888889	834.6111111111111	140.4077777777778	115.44444444444444	131.77777777777777	115.88888888888889	452.53666666666663	356.55555555555554	287.22222222222223	5.592222222222222	1152.4255555555555	7.055555555555555	656.0366666666666	166.77777777777777	3883.047777777778	12.852222222222222	0	3.2777777777777777	9293.222222222224	3.5555555555555554	485.1111111111111	1.1666666666666667	12.074444444444444	23.944444444444443	415.55555555555554	361.81444444444446	12.685555555555556	1662.2222222222222	0	1219.4444444444443	5313.37	12.11111111111111	954.8144444444443	29.444444444444443	20.407777777777778	25.333333333333332	2568.1111111111113	4767.296666666666	106.05555555555556	1131.6666666666667	155.61111111111111	260.20000000000005	335.8888888888889	597.8888888888889	649.7411111111111	78.66666666666667	0	10.22222222222222	5124.981111111111	527.7866666666666	440.55555555555554	5889	1083.5555555555557	223.77777777777777	1022.7411111111112	1023.4444444444443	1948.6666666666667	3336.852222222222	433.77777777777777	19.482222222222223	81.07444444444444	1197.63	46.007777777777775	6.666666666666667	41.55555555555556	167.55555555555554	357.55555555555554	2.6666666666666665	17.11111111111111	133.5188888888889	712.5188888888889	73.41444444444444	182.04777777777775	2233	991.4077777777778	412.6477777777778	0	4225.518888888889	Metabolism	Xenobiotics Biodegradation And Metabolism	Polycyclic Aromatic Hydrocarbon Degradation
K00121	0	14996	46.5	2420	7511.5	1249.67	1039	1186	1040	4072.83	3209	2585	50.33	10364.83	54.5	5822.33	1501	34947.43	89.67	0	22.5	83639	32	4361	9.75	97.67	215.5	3641	3247.33	114.17	14960	0	10975	47820.33	109	8556.33	265	183.67	223	23109	42904.67	954.5	10185	1400.5	2303.8	3023	5381	5847.67	708	0	92	46124.5	4594.24	3965	52998	9752	1997	9204.67	9211	17538	29891.67	3904	175.34	726.67	10762.67	377.07	60	374	1505	3218	1	154	1194.67	6412.67	399.73	1626.43	20090	8922.67	3713.83	0	38029.67	Metabolism	Lipid Metabolism	Fatty Acid Metabolism
K00130	28.6265	4607.55	324.9715	2603.35	1606.525	2534.5564999999997	545.4865	3549.7009999999996	1201.0155	1970.972	442.87	20.25	11.9	3465.005	42.885000000000005	574.722	3046.425	2422.3435	296.311	44.7655	208.38450000000003	4186.7405	28.55	1136.0185	3.425	34.675	49.99300000000001	466.6	2647.9905	145.551	130.11	1.6	6479.324	2982.4165000000003	66.85	2151.025	66.5	1538.3115	16.75	3492.5654999999997	206.67	1793.9	334.15	808.3489999999999	4081.9814999999994	306.1	39.7	682.475	1551.8165	3.1770000000000005	23.5845	1558.357	4532.5205000000005	4110.326999999999	39.95	1343.41	4206.135499999999	483.45	1966.2515	1310.075	215.96749999999997	716.1335	4770	8669.256000000001	1179.441	72.3745	2149.7265	21.1	838.234	5179.6585	25.375	28.125	1604.709	1791.9415	608.1289999999999	1000.386	639.775	590.717	3888.56	6.091500000000001	2978.925	Metabolism	Amino Acid Metabolism	Glycine, Serine And Threonine Metabolism
K00140	0.2222222222222222	0	5.426111111111111	6.861111111111111	0.7777777777777778	3.5555555555555554	0	25.77777777777778	43.72222222222222	22.23611111111111	0.5372222222222223	0	0	0.2222222222222222	1.1388888888888888	0.5277777777777778	115.33333333333331	0.4883333333333333	0	0.8333333333333334	0	0	1.8888888888888888	5.944444444444445	0.20833333333333337	0	0	0	2.8333333333333335	0.3888888888888889	0	0	14.22222222222222	0.7777777777777778	0	2.2222222222222223	0	5.722222222222222	0	0.2222222222222222	5	2.611111111111111	20.88888888888889	0.2777777777777778	244.19722222222225	2.2222222222222223	0.5	0.6111111111111112	11.38888888888889	0	0.3055555555555556	3.8327777777777774	621.8983333333333	18.77777777777778	0.2222222222222222	26.70388888888889	0	0	0	0	4.388888888888889	0	0.6111111111111112	218.38888888888889	1.9444444444444444	0	0.6666666666666666	0	3.388888888888889	0.16666666666666666	0	0	3.5555555555555554	61.611111111111114	9.022222222222222	40.833333333333336	40.861111111111114	0.2222222222222222	0	0.5744444444444444	8.722222222222221	Metabolism	Carbohydrate Metabolism	Propanoate Metabolism
K00190	631.0111650485437	7492.942038834953	4164.678834951456	5647.696796116505	1978.556019417476	6531.007669902913	5444.601844660194	5552.962524271844	2210.5058252427184	3548.4230097087384	4609.004660194174	278.92233009708735	3807.209708737864	5300.980194174757	2861.0902912621364	891.5740776699026	5106.252427184466	6584.979708737865	2129.4333980582524	3428.12145631068	518.4893203883494	5282.083495145632	2640.640776699029	1921.68854368932	4553.7985436893205	5102.479611650486	3309.27427184466	2742.23786407767	5921.0553398058255	335.9566990291261	3858.816019417476	66.20388349514563	6954.91349514563	7164.0313592233	3326.1941747572814	6606.321359223301	3763.8349514563106	5128.01640776699	83.67961165048544	8111.29708737864	5647.920582524272	4164.888349514563	3951.864077669903	2282.9134951456317	4325.691067961166	2804.776699029126	3190.3009708737864	5142.4313592233	2978.76436893204	4841.667475728154	886.1495145631068	4111.018446601942	7704.84495145631	6823.563592233007	6688.330097087379	4365.164854368932	6155.9126213592235	3783.741747572816	4208.955339805824	3431.106796116505	5494.110485436893	5090.010097087377	7191.361844660193	6023.996407766993	5127.857281553399	166.6271844660194	7258.637378640779	48.05825242718446	1879.0549514563104	6938.711359223304	1725.6359223300972	165.0097087378641	5404.830582524273	3134.107669902914	6154.7916504854375	5912.102427184469	4756.52427184466	1362.6799999999998	5343.565922330097	426.1758252427185	15228.455339805823	Metabolism	Energy Metabolism	Carbon Fixation Pathways In Prokaryotes
K00195	0	0	11350.7503125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4902.653749999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5923.361250000001	0	0	0	0	0	0	0	11900.7140625	0	0	0	0	0	0	0	0	0	0	7584.888749999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Metabolism	Xenobiotics Biodegradation And Metabolism	Nitrotoluene Degradation
K00196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6190476190476191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7142857142857142	0	0	0	0	0	0	0	18.642857142857142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Metabolism	Xenobiotics Biodegradation And Metabolism	Nitrotoluene Degradation
K00230	2446.3542857142857	20209.236470588225	15806.646890756308	15148.749579831936	5380.917647058823	19944.71168067227	14603.703361344542	15859.49823529412	5344.429747899162	10243.823781512603	17288.45605042016	789.8739495798319	14999.806218487396	16300.69134453782	11210.147058823522	2754.368235294118	10959.588235294115	21294.97075630252	7863.863109243699	13461.497563025208	1121.8658823529408	16880.285378151253	10369.46218487395	7341.868067226889	17949.5756302521	20060.994201680664	12908.34487394958	10186.945210084034	20193.56218487395	801.2823529411761	13114.857563025213	258.4453781512605	17694.634537815127	23432.816638655466	7979.361344537815	21529.2768067227	14710.302521008403	16576.596302521008	282.0420168067227	26340.53184873951	15254.76151260504	10072.411764705885	14136.81512605042	7398.027394957981	9739.674201680671	10586.4243697479	11826.53781512605	19506.037394957988	8788.202100840337	19087.916386554614	3469.3112605042033	12470.355546218489	17918.49991596638	21803.45613445378	18270.0756302521	13742.553193277316	16571.834537815128	14405.32613445378	12563.562268907568	11178.281512605045	18819.731008403367	19235.642689075623	19987.642689075623	13018.777647058823	17576.561008403358	514.2836134453783	25140.35848739497	155.69747899159665	5998.682436974787	13213.016386554626	6780.436974789916	645.2899159663865	16225.80235294118	8765.285378151266	23204.49932773108	14413.266134453785	13674.176470588236	4395.511092436975	15588.892857142868	1671.7579831932778	51617.12655462183	Metabolism	Metabolism Of Cofactors And Vitamins	Porphyrin And Chlorophyll Metabolism
K00240	3924.565866666667	27198.552666666652	25424.892800000005	18944.874	6952.094000000001	25347.95066666667	20680.0464	19395.641333333333	7125.51186666667	13235.267199999998	26587.05586666666	1204.2133333333334	24371.00280000001	22137.10546666667	18188.26933333332	3197.0995999999996	15235.246666666666	25198.370266666665	12223.1296	21847.744799999997	1434.9995999999994	27331.840399999997	16818.28	9445.356133333333	29171.066666666666	32518.443866666657	20850.3176	15388.2088	26508.063199999993	1079.0452	20998.984000000004	414.05333333333334	23474.85133333334	26527.587466666653	11101.186666666666	24853.45613333334	23653.72	22902.9468	448.37333333333333	29738.591466666672	24078.659199999995	13268.6	22380.2	9389.424666666668	12166.208666666673	16432.106666666667	18821.733333333337	28414.66320000001	11846.092266666665	31021.841999999982	5608.799600000001	19346.664266666667	24780.272799999988	25875.15	28959.053333333333	18993.179866666673	23674.58	23218.757199999996	17627.419200000004	12887.386666666667	29270.038000000015	30702.308399999987	27176.981733333327	16582.892533333332	23858.381866666667	773.0261333333332	32560.38586666668	177.02666666666667	7375.44133333333	17471.607733333334	11002.553333333331	1026.1466666666668	22174.674533333327	10560.194800000005	36845.936533333326	18407.03253333333	21292.886666666665	5434.886000000001	19863.710400000004	2714.077600000001	70607.89719999998	Metabolism	Xenobiotics Biodegradation And Metabolism	Toluene Degradation
K00253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1527.3733333333332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Metabolism	Amino Acid Metabolism	Valine, Leucine And Isoleucine Degradation
K00260	479.5335294117647	13057.785588235292	3276.1464705882354	11458.32235294118	3306.660588235294	12198.810882352942	12234.694705882352	12099.747647058824	4181.129999999999	9224.752352941176	4521.121764705883	364.38235294117646	2577.263529411765	9383.46588235294	1983.9617647058824	1973.387058823529	8281.029411764706	12607.77	2093.060294117647	2368.912352941177	1067.501764705882	8632.262941176472	1826.5	5623.97794117647	3072.4338235294117	3525.717058823529	2369.9029411764704	2956.921764705882	12629.435588235296	784.7882352941175	3218.5382352941174	49.588235294117645	12483.51823529412	14834.232647058823	8844.85294117647	15099.481470588236	2749.205882352941	9151.277941176471	73.3529411764706	16412.743235294118	5543.360882352941	9395.264705882351	3214.264705882353	3951.224117647059	8983.548529411766	2846.1470588235293	2474.176470588235	8239.414411764705	5340.767352941177	3263.3032352941177	630.325294117647	8190.300882352943	12787.185294117646	17895.92058823529	6264.558823529412	6900.94294117647	9502.87205882353	3235.9817647058826	6542.910882352942	7219.838235294118	4456.483235294118	4202.481470588235	13031.119117647057	12998.971470588232	7994.385588235294	222.60117647058823	11997.888823529413	100.11764705882354	3585.0817647058825	12271.82088235294	1195.8088235294117	143.8235294117647	11118.60294117647	6250.030882352941	5255.252941176471	9523.633529411763	5238.35294117647	2456.354705882353	13281.257352941177	293.5479411764706	22336.35676470588	Metabolism	Amino Acid Metabolism	Arginine And Proline Metabolism
K00270	1771.9851515151515	22503.072424242426	11457.307272727274	18101.332424242428	5981.499090909092	21393.438181818183	16600.67606060606	19796.75515151515	6327.396969696971	13319.713939393938	13655.387575757575	750.8484848484849	10563.241212121213	17696.522424242423	7919.19696969697	3395.157575757575	11996.257575757576	24325.598484848484	6189.569090909092	9503.38	1121.451212121212	13963.897272727276	7336.515151515152	10012.067272727274	12636.545454545454	14213.122424242423	9221.883333333331	8411.762727272726	23976.835454545457	968.8321212121213	9362.881818181815	187.87878787878788	20964.01848484849	29216.573030303036	10337	24230.90787878788	10599.333333333334	16864.141212121212	208.2121212121212	32338.48303030303	10996.324242424242	13160.772727272728	10085.575757575758	7908.321515151517	10882.749696969697	8526.772727272728	8529.575757575758	16178.891818181815	9761.183636363638	13432.850909090908	2467.254242424242	10769.796969696969	20233.713333333333	29653.463939393936	12891.363636363636	13637.708787878788	17227.43212121212	10538.243636363635	13117.809696969698	13283.969696969696	12664.456969696968	14099.30545454545	22114.53606060606	15210.842727272724	17339.71333333333	408.94636363636363	25841.576060606065	193.6969696969697	6737.06303030303	14111.42242424242	4787.181818181818	485.1060606060606	18356.111515151515	10540.025151515152	17266.432424242426	15445.319696969696	10903.242424242424	5177.780303030302	21477.6	1180.289696969697	49836.45575757576	Metabolism	Amino Acid Metabolism	Phenylalanine, Tyrosine And Tryptophan Biosynthesis
K00280	522.2155172413793	5264.563793103447	3346.025172413793	4330.264137931034	1132.246896551724	5330.270689655173	3737.926551724138	4137.299310344828	1419.7458620689656	2820.3393103448275	3699.944482758621	187.72413793103448	3014.2841379310344	4241.541034482759	2274.8344827586207	973.698275862069	2987.448275862069	5992.521034482758	1695.9710344827586	2739.5013793103453	333.2834482758621	5773.406206896551	2096.4827586206898	1052.806551724138	3595.870689655173	4040.224482758621	2621.4793103448274	2403.079655172414	5067.405862068965	190.40310344827589	2670.998275862069	0	3799.1951724137934	6345.924482758621	2149.2413793103447	6194.568620689655	2987.206896551724	4128.324137931035	65.44827586206897	7228.825862068966	3120.6555172413796	2978.5344827586205	3043.0689655172414	1896.3589655172416	4058.0006896551727	2239.7241379310344	2424.379310344827	4106.788275862069	2129.0624137931036	3827.05	718.6455172413794	4999.697931034482	6160.559310344827	5881.259310344827	3679.896551724138	3441.363793103448	3835.8403448275863	3172.1037931034484	3378.5086206896553	3004.7758620689656	4093.0851724137938	3980.391379310345	4724.040344827586	3456.256551724138	4690.411724137931	175.54241379310344	6232.198275862069	41.310344827586206	1496.7075862068966	3303.8858620689657	1381.4655172413793	138.1551724137931	4005.853103448276	2266.879310344827	5300.090689655172	4428.450344827586	2943.4137931034484	1125.621034482759	3866.2689655172417	343.4148275862069	13830.086551724138	Unclassified	Metabolism	Unclassified
K00281	24.685	1.5	152.8475	622.625	13.375	424.7125	92.4175	474.625	161.83749999999998	1224.15625	0	0	15.25	28.6125	26.5	210.90625	1.25	9.24375	45.375	33.89375	11.66875	3.58125	0	80.41499999999999	1.75	11.25	8.713750000000001	173.68625	1343.08125	0	10.14375	0	0	10.125	5.875	86.75	0	627.375	4.75	19.706249999999997	63.1125	555.125	0	24.5	1435.5749999999998	76	0	0	309.375	6.37875	21.856250000000003	0	685.96125	1750.1875	16.25	41	56.01875	0	1.7475	0	225.1025	14.75	0	1567.6675	21.79	59.54375	19.56	0	27.125	256.625	17.9375	10.1875	400.63625	36.1875	545.52	79.8775	170.25	0	1660.2475	11.90375	0	Metabolism	Amino Acid Metabolism	Glycine, Serine And Threonine Metabolism
K00290	2018.5436363636363	22940.909999999996	13061.49272727273	23548.726363636368	6964.635454545455	27958.29	31389.41454545454	23305.169090909098	7932.337272727272	19054.599090909087	15570.914545454543	0	11888.483636363637	21230.476363636368	8947.199999999999	4025.877272727272	14023.545454545454	29257.63181818182	7072.146363636363	10740.36	2347.1699999999996	11453.466363636364	8276.818181818182	8067.837272727272	14220.5	16008.561818181815	10421.607272727271	9756.863636363636	28480.859090909096	1703.0036363636364	10540.509090909092	0	23770.10454545455	33595.73909090909	22378.272727272728	29898.301818181822	11975.727272727272	22761.59181818182	242.36363636363637	37951.90636363637	12387.910909090908	19345.454545454544	11675.727272727272	9489.445454545456	14765.177272727273	9638.40909090909	9614.545454545454	18997.471818181817	11602.39181818182	15115.627272727272	2796.897272727273	12233.245454545457	23911.44727272727	35841.064545454545	14501.90909090909	15199.073636363635	17453.962727272727	11439.97090909091	13549.990909090911	15609.772727272728	15476.12	16235.638181818182	22073.25909090909	21246.169090909098	19940.972727272725	548.3227272727273	30715.763636363637	0	8069.103636363637	25096.92636363636	5417.5	547.8636363636364	26538.27727272728	12622.410000000002	20099.982727272727	22994.76	12870.954545454546	5740.185454545454	25907.316363636368	1334.358181818182	57796.516363636365	Metabolism	Amino Acid Metabolism	Lysine Degradation
K00300	1809.728	20970.301999999996	11866.435	18016.941000000003	5718.366	19711.767	21176.788499999995	17605.119	7197.569499999998	13199.4895	13754.7695	1216.05	10906.445000000002	17231.771500000003	8187.695	3113.4165	14109.475	21513.912	6139.481	9820.6065	1502.544	18844.406000000003	7555.25	11637.987999999998	13032.15	14612.5425	9494.4255	8224.833499999999	20777.901	1233.7115	12054.7475	189.95	19769.540000000005	24331.639000000003	14507.2	22534.52	10804.35	16253.013	284.1	25663.997500000005	17778.696500000002	14963.125	11583.95	6930.1275000000005	12443.859500000002	8467.125	9233.45	18501.1445	9135.7975	13853.778	2545.769	16145.885	21459.131	25215.729	21258.15	13250.675499999998	16103.011	11265.3175	12566.099000000002	11556.85	17057.588499999998	15550.3685	20537.958	15570.065	16251.990999999998	490.5015	21744.1135	165.6	5751.746	18026.6775	4948.175	538.2	19218.9205	9464.233	17683.2065	19239.8145	14819.4	4434.268999999999	19499.427	1217.3259999999998	46510.705	Unclassified	Metabolism	Unclassified
K00311	1.1428571428571428	0	9.214285714285714	17.142857142857142	0	45.69571428571429	0	4.571428571428571	33.04857142857143	1.3342857142857143	0	28.571428571428573	2.0714285714285716	29.6	0.2857142857142857	75.76142857142857	0.14285714285714285	0	21.62	1.5	0	0	0	35.48571428571428	0.10714285714285714	0	1.237142857142857	0.7142857142857143	0	0	1.2428571428571429	0	8.571428571428571	4.332857142857143	0	0.5714285714285714	0	1.522857142857143	2.2857142857142856	0	46.642857142857146	3.4285714285714284	0	17.071428571428573	144.4442857142857	0	0	287.85714285714283	6.38	0.09571428571428572	0	1.4514285714285715	159.3957142857143	31.142857142857142	1.4285714285714286	25.857142857142858	21.287142857142857	0	396.2142857142857	0	7.332857142857143	0.09571428571428572	0	409.2371428571428	1.5	2.857142857142857	1.8571428571428572	0	0	1.62	0	0	5.691428571428572	1.237142857142857	37.25714285714285	35.26571428571429	15.857142857142858	0	3.9057142857142857	0	0	Unclassified	Metabolism	Energy Metabolism
K00330	580.9015873015874	6690.545714285712	3835.872063492064	5900.819682539683	1876.922857142857	6759.06253968254	8030.149841269839	6238.514285714286	2322.499206349206	4646.059841269841	4265.83873015873	201.84126984126985	3464.966349206349	5782.152222222224	2610.6682539682542	998.1065079365078	4170.8650793650795	6213.71746031746	1978.0473015873015	3129.295079365079	568.0458730158728	4656.565238095238	2405.777777777778	5085.180634920635	4139	4642.958253968254	3012.347142857143	2590.298888888889	6993.317301587303	482.75031746031755	3096.1666666666665	60.301587301587304	6795.777142857143	7122.73142857143	5748.6349206349205	7858.013968253968	3420.7619047619046	5486.376507936508	69.82539682539682	7777.840317460318	3631.456984126984	5282.261904761905	3224.063492063492	2187.2176190476193	4731.778253968255	2692.9285714285716	2618.3492063492063	6283.710317460317	3076.062380952381	4398.885873015873	811.2204761904762	3670.5987301587297	6980.413650793651	8980.538730158729	4231.079365079365	4346.909841269841	5186.367142857143	3432.7360317460316	3929.143650793651	3595.9603174603176	4064.615396825397	4802.217619047619	7092.958095238096	6427.377777777779	5143.003968253969	149.58190476190478	6990.028571428572	48.19047619047619	1942.5507936507936	6331.437619047619	1576.3968253968253	164.03968253968253	6924.249206349206	3199.238412698413	5800.663174603175	5306.544761904761	3723.65873015873	1270.1701587301588	6994.331587301587	390.32507936507943	14529.21619047619	Metabolism	Energy Metabolism	Oxidative Phosphorylation
K00340	401.1942105263158	6588.93	2889.191052631579	4515.078421052632	1406.4205263157894	4997.6578947368425	12011.600526315788	4834.931578947368	1792.4310526315792	3725.718947368421	2524.335789473684	4.578947368421052	2304.525263157895	4664.569473684211	1779.3052631578948	817.2099999999999	4839.3421052631575	3141.2905263157895	1421.8536842105264	2135.52	746.6331578947369	2224.7352631578947	1625.157894736842	1953.1552631578943	2750.8815789473683	3085.58	2001.115789473684	1870.7636842105264	3685.931578947369	699.8273684210527	1304.157894736842	0	5640.9636842105265	3320.7005263157894	9621.105263157897	3487.485789473684	2242.4210526315787	4189.291052631579	41.10526315789474	3811.015789473685	343.69473684210533	5979.289473684211	2131.8947368421054	1222.2268421052631	6701.595263157896	1733.5	1571.1052631578948	3239.51	2131.157368421053	2920.257894736842	555.1068421052632	3327.032631578947	7602.263684210527	5042.362631578947	35.473684210526315	3114.3921052631576	6210.1494736842105	2159.5273684210524	3091.2073684210527	1682.5	3252.1405263157894	3330.2631578947367	7092.94052631579	10320.765789473686	2645.34	178.89736842105268	3658.13052631579	24.210526315789473	1120.489473684211	8444.474210526316	1083.6842105263158	107.02631578947368	7714.818421052631	2756.685789473684	4413.283157894737	2764.1421052631576	1681.921052631579	791.6857894736843	4809.405789473684	260.8021052631579	7511.724736842105	Metabolism	Energy Metabolism	Oxidative Phosphorylation
K00350	242.97645161290325	0	1615.9419354838708	3205.8387096774195	1213.548387096774	3358.193870967742	0	3175.080967741935	1296.441612903226	0	2064.7122580645164	240.0967741935484	1414.75	2682.5316129032262	1069.4387096774194	802.7235483870967	2295.1935483870966	4575.484838709677	867.1609677419355	1284.1041935483872	0	4051.961935483871	983.451612903226	2395.160967741935	1682.451612903226	1900.3709677419351	1248.8300000000002	1339.3496774193547	3827.002258064517	0	2267.4048387096777	0	3750.128709677419	5558.854193548386	0	4089.9435483870966	0	2619.156774193548	45.096774193548384	5279.730645161291	4261.935806451614	0	2022.9032258064517	1234.3464516129031	2564.533548387097	0	1474.1290322580646	2829.381935483871	1622.9729032258065	1788.502258064516	336.521935483871	1974.149677419355	4119.938387096774	0	5146.064516129032	2369.331290322581	2367.062903225806	1657.2903225806451	2152.1458064516128	2485.967741935484	3818.763225806452	2274.5593548387096	0	3524.278709677418	2865.0425806451617	106.1283870967742	3665.7829032258064	0	0	0	648.7096774193549	80.91935483870968	2660.726129032258	0	2541.4787096774194	3563.158064516129	0	0	0	162.94419354838712	8393.84677419355	Unclassified	Metabolism	Energy Metabolism
K00360	282.30384615384617	3752.808076923077	1905.2946153846156	2740.403846153846	1248.3653846153843	2875.5946153846153	2550.5915384615387	2905.045384615384	1125.481153846154	2737.923461538461	1890.1569230769232	0	1679.2819230769232	2678.428846153846	1266.253846153846	633.5153846153845	2114.2115384615386	3416.762307692308	931.8392307692308	1525.8423076923077	227.68653846153848	4.775	1165.076923076923	2159.0765384615383	2005.7403846153843	2249.391153846154	1459.7907692307692	1351.0065384615384	3675.239615384616	182.1096153846154	946.7711538461538	0	4381.512307692308	4348.2303846153845	1546.5384615384614	3293.8107692307694	1634.5384615384614	2602.5911538461537	26.23076923076923	3580.9096153846153	134.07346153846154	2193.25	1293.3461538461538	821.243076923077	2685.9103846153844	1396.1538461538462	1157.9615384615386	2943.1992307692303	1556	2132.6696153846156	398.53269230769234	669.2900000000001	3291.456923076923	4394.725384615384	16.73076923076923	1953.0746153846155	2760.6003846153844	1430.948846153846	2004.9673076923077	2006.3846153846157	1090.853076923077	2231.846153846154	3814.3203846153847	4347.99923076923	2391.5653846153846	78.28923076923077	2722.0923076923073	32.30769230769231	825.8623076923076	3721.692307692307	770.0192307692307	75.28846153846153	2707.376923076923	1401.3526923076922	2888.0880769230766	2014.9965384615384	1107.6923076923076	834.6669230769231	3983.9992307692305	194.31	7100.208461538461	Metabolism	Energy Metabolism	Nitrogen Metabolism
K00362	380.1678947368422	2285.8423684210525	2441.7999999999997	2105.0394736842104	582	2832.9928947368426	2591.5752631578944	2041.7763157894735	691.6113157894737	1535.8949999999998	2746.485789473684	243.97368421052633	2298.3815789473683	2618.782105263158	1724.4263157894736	499.855	1176.5657894736842	3030.836052631579	1186.198947368421	2069.1615789473685	120.53578947368425	5503.503684210526	1583.6052631578948	674.5792105263158	2742.4736842105262	3067.0394736842104	1968.962894736842	1589.3026315789473	3111.641842105262	119.05263157894736	2778.4	0	1772.2368421052631	3294.306578947368	1606.7368421052631	3083.875	2249.157894736842	2436.8655263157893	56.44736842105263	3681.003684210527	4578.162894736842	1613.7631578947369	2721.3684210526317	1106.3552631578948	1531.6984210526314	1595.8026315789473	2074.2894736842104	3023.960789473684	1183.039210526316	2917.660263157895	535.0094736842105	2860.7713157894736	2439.8168421052633	3273.7763157894738	5583.5	2046.360789473684	1863.34	2499.657894736842	1676.4573684210527	1550.1447368421052	4573.133421052632	3041.5265789473683	2245.012894736842	1531.1826315789474	2604.2394736842107	124.1042105263158	3626.404736842105	0	812.5842105263158	1045.2634210526314	1041.9342105263158	106.72368421052632	2600.3171052631574	1077.0655263157896	3741.4247368421056	2275.071315789474	3093.2894736842104	598.7194736842106	2257.1484210526314	263.6221052631579	7501.085526315789	Metabolism	Energy Metabolism	Nitrogen Metabolism
K00363	0	0	7412.88	0	0	3084.763333333334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2187.013333333333	0	0	0	0	0	0	0	4336.241666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818.535	0	Metabolism	Energy Metabolism	Nitrogen Metabolism
K00364	4.342499999999999	0	20.3425	0	0	96.86875	0	0	0	0	0	0	0	0	0	26.1775	0.5	1.10875	0	2.75	0	0	0	33.269999999999996	0	0	2.7525	0	0	0	3.15	0	0	10.5	0	0	0	4.125	0	0	17.25	0	0	0	220.6875	0	0	0	0	0	0	0.5775	99.80625	0	6.5	0	13.70875	0	0.9675	0	30.145	0	0	0	1.0724999999999998	0	7.217499999999999	0	0	0	0	0	6.4275	0	105.1375	22.1825	0	0	0	7.728750000000001	0	Metabolism	Nucleotide Metabolism	Purine Metabolism
K00380	689.1377419354839	0	4457.999032258064	2673.77935483871	0	3904.817741935484	0	2491.8551612903225	891.8358064516129	0	4442.807741935484	0	4217.787419354839	3242.4883870967747	3158.2	612.4574193548387	1823.9193548387095	3888.1116129032257	2077.362258064516	3802.5041935483873	0	2701.971935483871	2915.451612903226	817.564193548387	5041.758064516129	5621.930322580645	3595.146774193548	2733.091290322581	4011.6383870967743	0	3202.0741935483866	0	2703.9461290322583	3925.4241935483874	0	3418.0374193548387	0	3624.088387096774	74.03225806451613	4514.697741935484	2858.3064516129034	0	3775.903225806452	1433.405806451613	2588.423548387097	0	3158.4193548387098	4142.828387096774	1693.3167741935486	5363.879354838709	979.3022580645162	2599.2832258064514	3990.2864516129034	3540.36064516129	3429	2902.877741935484	3257.5383870967744	0	2620.6216129032255	1827.145161290323	4531.330967741936	0	0	3399.5793548387096	3870.959032258065	171.95193548387098	5178.218387096775	0	0	0	1915.967741935484	0	3296.524516129032	0	6664.290322580645	2696.8890322580646	0	826.9141935483871	2534.073225806452	474.35	11545.88193548387	Metabolism	Energy Metabolism	Sulfur Metabolism
