KO,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,reject,df,name,method
KO_33,0.24483186884666672,10.64885876291702,0.9184428722529114,11.594470472393896,2.0710221485025017e-28,3.313635437604003e-27,Yes,657,studyMovassagh_2021,LinDA
KO_59,0.2448318688466739,6.2976572051802755,0.6030377752746888,10.443221740647406,1.004940892068014e-23,1.3399211894240188e-22,Yes,657,studyMovassagh_2021,LinDA
KO_15,2.6361170955955324,9.515614271790813,0.9558399436507317,9.955238149440492,7.684844840449498e-22,8.78267981765657e-21,Yes,657,studyMovassagh_2021,LinDA
KO_76,0.2448318688466691,5.914023184368352,0.6275532143742785,9.423938956738695,7.278935417342429e-20,7.278935417342429e-19,Yes,657,studyMovassagh_2021,LinDA
KO_74,5.518321018671957,8.480987085360113,0.9618359928419971,8.81749814778797,1.0447609533702223e-17,9.286764029957531e-17,Yes,657,studyMovassagh_2021,LinDA
KO_13,0.24483186884667513,2.972197225190072,0.35092334890251714,8.469647957268633,1.6094782180272706e-16,1.2875825744218165e-15,Yes,657,studyMovassagh_2021,LinDA
KO_39,0.24483186884667635,2.8461198730005677,0.3706753379853352,7.6782013296853515,5.867121503155554e-14,4.266997456840403e-13,Yes,657,studyMovassagh_2021,LinDA
KO_2,11.84894577812223,5.270752753122918,0.7252340237030591,7.267657860576302,1.0413304451305402e-12,6.942202967536935e-12,Yes,657,studyMovassagh_2021,LinDA
KO_38,0.5452874241885606,3.3073227770433293,0.46375438648676165,7.131625863635342,2.625060474748391e-12,1.6154218306143945e-11,Yes,657,studyMovassagh_2021,LinDA
KO_9,6.82516347331591,5.566081813679563,0.7856758222424987,7.084450935237757,3.605293784638572e-12,2.0601678769363267e-11,Yes,657,studyMovassagh_2021,LinDA
KO_73,1.484006837473876,4.479857994702973,0.6344643412561487,7.060850710433143,4.222761271146865e-12,2.252139344611661e-11,Yes,657,studyMovassagh_2021,LinDA
KO_11,195.99814577098303,4.78141037146756,0.7633895556348286,6.263395059801909,6.80884452774997e-10,3.404422263874985e-9,Yes,657,studyMovassagh_2021,LinDA
KO_23,222.6763367845042,3.2578739812339106,0.5276653212111216,6.174129415509605,1.165086059724111e-9,5.482757928113464e-9,Yes,657,studyMovassagh_2021,LinDA
KO_72,6.665609617505737,3.7303193169587976,0.612071724772007,6.094578733151444,1.8701244270197616e-9,8.311664120087829e-9,Yes,657,studyMovassagh_2021,LinDA
KO_37,103.71093027407389,5.338370534371759,0.9035304078790833,5.908346291192201,5.548196800313883e-9,2.3360828632900558e-8,Yes,657,studyMovassagh_2021,LinDA
KO_8,170.87801744043858,5.760935640819957,1.026068790379521,5.6145705773675365,2.909192645901501e-8,1.1636770583606003e-7,Yes,657,studyMovassagh_2021,LinDA
KO_64,2.2538298208281704,4.828863147963863,0.863682859810508,5.591014216750017,3.3122201577454976e-8,1.2617981553316182e-7,Yes,657,studyMovassagh_2021,LinDA
KO_20,0.24483186884667874,3.45113711853896,0.6288725474190767,5.4878164624972,5.815415261109494e-8,2.1146964585852704e-7,Yes,657,studyMovassagh_2021,LinDA
KO_49,2895.1418654153817,2.9931051590007813,0.6421286896503604,4.661223220894444,3.8077759554000883e-6,1.3244438105739438e-5,Yes,657,studyMovassagh_2021,LinDA
KO_46,447.25059421528874,2.882269488448798,0.619964764145573,4.649085972524749,4.031215090605877e-6,1.3437383635352923e-5,Yes,657,studyMovassagh_2021,LinDA
KO_53,105.88744573645776,4.170470267361941,0.9008277296871726,4.629598012941061,4.4165442258049394e-6,1.4132941522575807e-5,Yes,657,studyMovassagh_2021,LinDA
KO_40,21573.448412265912,1.0242429560423814,0.2384229130352344,4.295908237187831,2.0028582660981595e-5,6.162640818763568e-5,Yes,657,studyMovassagh_2021,LinDA
KO_4,158.44366494642694,2.006670910712209,0.7110890372827321,2.821968565821593,0.0049172748392054925,0.014569703227275533,Yes,657,studyMovassagh_2021,LinDA
KO_71,3555.424395989133,-0.5242198975529544,0.21619350748379107,-2.42477169483111,0.015586648886948717,0.04453328253413919,Yes,657,studyMovassagh_2021,LinDA
KO_27,0.24483186884668118,1.3646304627815593,0.7205095110799269,1.8939798042862745,0.058666681734100785,0.16183912202510561,No,657,studyMovassagh_2021,LinDA
KO_29,21339.168975699133,-0.4524021609976556,0.24255838406951008,-1.8651268754660342,0.06260919062657308,0.16695784167086153,No,657,studyMovassagh_2021,LinDA
KO_31,0.24483186884667874,1.6509188001778883,0.9560060907837598,1.7268915084258722,0.08465718074815884,0.21847014386621635,No,657,studyMovassagh_2021,LinDA
KO_26,34871.33141193416,-0.28329312471036405,0.19456246915269276,-1.4560522691970743,0.1458558558621872,0.364639639655468,No,657,studyMovassagh_2021,LinDA
KO_30,5770.8765199356,0.49860830541315715,0.35654878938665735,1.3984293882216612,0.16245599567489447,0.39383271678762294,No,657,studyMovassagh_2021,LinDA
KO_42,4782.526832683754,0.24252275814296054,0.19545796250426534,1.2407924191764157,0.21512531984597213,0.49171501679079344,No,657,studyMovassagh_2021,LinDA
KO_75,0.24483186884667996,0.43736583068625423,0.351169043025282,1.2454566806868752,0.2134079199920271,0.49171501679079344,No,657,studyMovassagh_2021,LinDA
KO_66,18457.980731719803,-0.24213195983063307,0.20146620885563674,-1.201848990984567,0.2298550622777269,0.5107890272838376,No,657,studyMovassagh_2021,LinDA
KO_45,8413.548772070719,0.1841334093738638,0.15996498812282298,1.1510856940300214,0.250115726536499,0.5407907600789168,No,657,studyMovassagh_2021,LinDA
KO_7,37303.361834506184,-0.2520551593060849,0.228585979918807,-1.1026711235554083,0.27057375641141146,0.5696289608661294,No,657,studyMovassagh_2021,LinDA
KO_19,10728.911707476598,-0.21486066028468032,0.21469160221139447,-1.0007874461392272,0.3172980259974574,0.6345960519949148,No,657,studyMovassagh_2021,LinDA
KO_68,250.55454224193002,-0.673445004607393,0.6659492753881127,-1.0112557059468408,0.3122663354136951,0.6345960519949148,No,657,studyMovassagh_2021,LinDA
KO_1,25793.31545883521,-0.1767977117547923,0.1904715800375682,-0.9282104538636216,0.3536392887577091,0.690027880502847,No,657,studyMovassagh_2021,LinDA
KO_65,9603.157672606525,-0.19444630663913576,0.2140564506364214,-0.9083879792504184,0.3640063570098313,0.6933454419234881,No,657,studyMovassagh_2021,LinDA
KO_57,16762.883353965182,-0.17330959412068503,0.20315860741030028,-0.8530753204596839,0.3939284266992209,0.7162335030894925,No,657,studyMovassagh_2021,LinDA
KO_80,65745.7892667965,-0.15672907149323678,0.18076208241869846,-0.8670461713879014,0.386233261029335,0.7162335030894925,No,657,studyMovassagh_2021,LinDA
KO_14,1842.0509019490735,-0.2484585174130396,0.3341769562468774,-0.7434938668526497,0.4574485218903792,0.8132418166940074,No,657,studyMovassagh_2021,LinDA
KO_6,16194.754398621988,-0.13783772473365885,0.21123036769310433,-0.6525469147216686,0.5142766658086402,0.8158984047741978,No,657,studyMovassagh_2021,LinDA
KO_21,21053.88302460556,0.20785025757427622,0.30706574548822363,0.676891710092253,0.4987129128205946,0.8158984047741978,No,657,studyMovassagh_2021,LinDA
KO_35,24494.926431721717,-0.13468290938175786,0.20655607674887994,-0.652040411986999,0.5146031428040971,0.8158984047741978,No,657,studyMovassagh_2021,LinDA
KO_50,25840.546672815213,-0.12475686559390131,0.18871150846384072,-0.6610983432301171,0.5087810022347072,0.8158984047741978,No,657,studyMovassagh_2021,LinDA
KO_60,33300.91349466981,-0.1348371981791907,0.20954272739859434,-0.6434830731333472,0.5201352330435511,0.8158984047741978,No,657,studyMovassagh_2021,LinDA
KO_69,23564.86775111981,-0.13995402705706295,0.2128158543088206,-0.6576297029730376,0.5110064345236468,0.8158984047741978,No,657,studyMovassagh_2021,LinDA
KO_55,0.24483186884667996,0.544274015644522,0.9041976854886916,0.6019413944311949,0.5474208119883116,0.8421858645974025,No,657,studyMovassagh_2021,LinDA
KO_16,39426.16254297819,-0.09745970205963528,0.20486910807981798,-0.4757169246896146,0.6344341938725374,0.9576365190528867,No,657,studyMovassagh_2021,LinDA
KO_70,0.24483186884667996,0.3296701011308174,0.7277914350458436,0.45297331798092877,0.65071750509491455,0.9640259334739474,No,657,studyMovassagh_2021,LinDA
KO_43,5466.439173369654,0.19382532025959343,0.45922523762469514,0.42207027048891954,0.6731118030921471,0.9790717135885777,No,657,studyMovassagh_2021,LinDA
KO_62,26097.18364870049,-0.08291495423196049,0.2046531431454609,-0.40514869675383974,0.6855000990574642,0.9792858557963775,No,657,studyMovassagh_2021,LinDA
KO_17,32882.66179265635,-0.0424155564745512,0.2062732492080776,-0.20562800381238294,0.8371451975799968,0.9867221844560514,No,657,studyMovassagh_2021,LinDA
KO_25,94264.5133199502,0.039831654222640456,0.19340601798447782,0.20594837036475888,0.8368950407583292,0.9867221844560514,No,657,studyMovassagh_2021,LinDA
KO_32,35388.513910231995,0.04567592118362973,0.2019055214394568,0.22622423031321642,0.8210973868119309,0.9867221844560514,No,657,studyMovassagh_2021,LinDA
KO_34,30519.020361424053,-0.05545049416159897,0.20366863360060072,-0.272258389430445,0.785508888095895,0.9867221844560514,No,657,studyMovassagh_2021,LinDA
KO_36,23723.475672066,0.05874937874252639,0.20148636733019595,0.2915799193810859,0.7706998669960388,0.9867221844560514,No,657,studyMovassagh_2021,LinDA
KO_44,3471.4944385147624,0.09603766823798465,0.3646111139401953,0.26339753388246157,0.7923267769703619,0.9867221844560514,No,657,studyMovassagh_2021,LinDA
KO_51,1234.7321072756224,-0.25854728954426753,0.7539366849210034,-0.3429297110955117,0.7317610323775918,0.9867221844560514,No,657,studyMovassagh_2021,LinDA
KO_61,15129.142939834253,-0.044686377549674416,0.21946014138797337,-0.20361956055917893,0.8387138567876437,0.9867221844560514,No,657,studyMovassagh_2021,LinDA
KO_63,39916.03794223168,-0.040526420233389926,0.18655219701370698,-0.21723904023715268,0.8280895057465354,0.9867221844560514,No,657,studyMovassagh_2021,LinDA
KO_77,5838.033106311961,0.12605162368646505,0.40368974031054566,0.31224876705932025,0.7549505464917339,0.9867221844560514,No,657,studyMovassagh_2021,LinDA
KO_78,18682.903292159695,0.07553194465074009,0.21033005956498063,0.35911150696652944,0.7196270529311805,0.9867221844560514,No,657,studyMovassagh_2021,LinDA
KO_79,28238.521053382858,0.044083529669560084,0.1907782479921225,0.23107209618247648,0.8173307329205444,0.9867221844560514,No,657,studyMovassagh_2021,LinDA
KO_18,54320.230503775376,-0.03515863869883029,0.20452876679603088,-0.17190070252510115,0.863568528738049,0.9917687902010777,No,657,studyMovassagh_2021,LinDA
KO_47,10926.134937123561,0.031127472530825484,0.2005037839452133,0.15524630966231998,0.8766748237310775,0.9917687902010777,No,657,studyMovassagh_2021,LinDA
KO_52,46245.015101670964,-0.029198040163278316,0.19364542842538493,-0.15078094226494404,0.8801948013034564,0.9917687902010777,No,657,studyMovassagh_2021,LinDA
KO_3,0.24483186884667815,6.671349557862971e-4,0.20649822075429036,0.003230705588403653,0.9974232550642338,0.9986757749895746,No,657,studyMovassagh_2021,LinDA
KO_5,28519.205038517182,-0.020006265546596902,0.20744159675796137,-0.09644288252341118,0.9231982460191532,0.9986757749895746,No,657,studyMovassagh_2021,LinDA
KO_10,157.21387211153097,-0.03619232167338349,0.49870577344259226,-0.07257249384450871,0.9421684029521744,0.9986757749895746,No,657,studyMovassagh_2021,LinDA
KO_12,0.24483186884667757,6.67134955785631e-4,0.1840839891217206,0.003624079198677653,0.9971095095906106,0.9986757749895746,No,657,studyMovassagh_2021,LinDA
KO_24,0.24483186884667937,6.671349557891837e-4,0.4018153429955788,0.0016603023438966197,0.9986757749895746,0.9986757749895746,No,657,studyMovassagh_2021,LinDA
KO_41,17790.970352435645,-0.004262766922641381,0.2591050727559366,-0.016451885242156895,0.9868788815652296,0.9986757749895746,No,657,studyMovassagh_2021,LinDA
KO_54,9.646803879260563,0.09013702504172283,1.2336079814481051,0.07306780306002314,0.9417744013588462,0.9986757749895746,No,657,studyMovassagh_2021,LinDA
KO_58,0.24483186884667757,6.67134955785631e-4,0.1840839891217206,0.003624079198677653,0.9971095095906106,0.9986757749895746,No,657,studyMovassagh_2021,LinDA
KO_67,6156.046295093778,-0.02499000998257528,0.1997476836499078,-0.1251078837358363,0.9004764123154734,0.9986757749895746,No,657,studyMovassagh_2021,LinDA
KO_28,0.5452874241885478,12.30296960405877,1.4421447425240803,8.531022747776193,9.99577633993663e-17,7.996621071949304e-15,Yes,657,studyPMTCT_CQI,LinDA
KO_56,0.7607843546504753,9.47979680727823,1.4681591654385404,6.456927171412377,2.0780075804264866e-10,8.312030321705947e-9,Yes,657,studyPMTCT_CQI,LinDA
KO_13,0.24483186884667513,3.793281592930306,0.7110430865828099,5.334812565523103,1.3177875659283843e-7,2.6355751318567687e-6,Yes,657,studyPMTCT_CQI,LinDA
KO_48,9.491566745756002,8.042758471059662,1.5058126909384657,5.34114137798054,1.2744445665171636e-7,2.6355751318567687e-6,Yes,657,studyPMTCT_CQI,LinDA
KO_38,0.5452874241885606,4.205638338590327,0.9396620413407296,4.475692486832429,8.977384947633696e-6,1.4363815916213914e-4,Yes,657,studyPMTCT_CQI,LinDA
KO_15,2.6361170955955324,8.426695512684523,1.9367288780814444,4.350993888743037,1.570995169342052e-5,2.0946602257894027e-4,Yes,657,studyPMTCT_CQI,LinDA
KO_76,0.2448318688466691,5.054710163226463,1.2715522519067413,3.9752280377363425,7.81085455762141e-5,8.926690922995896e-4,Yes,657,studyPMTCT_CQI,LinDA
KO_11,195.99814577098303,4.448755893316751,1.5467846970035988,2.87613130769576,0.004156289764810201,0.04156289764810201,Yes,657,studyPMTCT_CQI,LinDA
KO_24,0.24483186884667937,2.302335383362815,0.8141607636352335,2.8278633486129587,0.004828723073231111,0.04292198287316543,Yes,657,studyPMTCT_CQI,LinDA
KO_75,0.24483186884667996,-1.9374035428980025,0.7115409135525808,-2.72282802857384,0.006644380540677484,0.05315504432541987,No,657,studyPMTCT_CQI,LinDA
KO_33,0.24483186884666672,4.913897954337967,1.860954697882194,2.6405252959301415,0.008474439401438274,0.06163228655591471,No,657,studyPMTCT_CQI,LinDA
KO_8,170.87801744043858,5.301832432327805,2.079027007007203,2.550150822696569,0.010993454744654435,0.07281768829095944,No,657,studyPMTCT_CQI,LinDA
KO_22,0.24483186884667033,3.4546376736677997,1.368642585192043,2.5241342853459856,0.011832874347280909,0.07281768829095944,No,657,studyPMTCT_CQI,LinDA
KO_37,103.71093027407389,4.437380052312115,1.8307389692050222,2.4238190845082612,0.015627219464222953,0.08929839693841687,No,657,studyPMTCT_CQI,LinDA
KO_20,0.24483186884667874,2.959124758164367,1.2742254927821002,2.322292855484719,0.020521870769050626,0.10944997743493667,No,657,studyPMTCT_CQI,LinDA
KO_9,6.82516347331591,3.5661925269747154,1.5919412699323698,2.2401533237003255,0.025414515323948478,0.1270725766197424,No,657,studyPMTCT_CQI,LinDA
KO_2,11.84894577812223,3.1066784482667744,1.4694737193219434,2.114143592646409,0.03487915168898055,0.164137184418732,No,657,studyPMTCT_CQI,LinDA
KO_46,447.25059421528874,2.4285982838471556,1.256176486544096,1.9333256989458094,0.05362539163428852,0.20428720622586102,No,657,studyPMTCT_CQI,LinDA
KO_53,105.88744573645776,3.545800059466967,1.825262785731833,1.9426244194450557,0.05248845429365663,0.20428720622586102,No,657,studyPMTCT_CQI,LinDA
KO_73,1.484006837473876,2.529606059903348,1.28555562046349,1.9677142082668755,0.0495211396667511,0.20428720622586102,No,657,studyPMTCT_CQI,LinDA
KO_74,5.518321018671957,3.8582764241001497,1.9488781104924346,1.9797422954918695,0.04814939370238027,0.20428720622586102,No,657,studyPMTCT_CQI,LinDA
KO_23,222.6763367845042,1.951134273020716,1.069158777408369,1.8249247111362144,0.06846632421127427,0.24657790477757313,No,657,studyPMTCT_CQI,LinDA
KO_49,2895.1418654153817,2.3538038703528446,1.301085171164262,1.809108214066085,0.07089114762355228,0.24657790477757313,No,657,studyPMTCT_CQI,LinDA
KO_4,158.44366494642694,2.1475585591367508,1.4408130592791282,1.4905185272343544,0.1365678707125022,0.4552262357083407,No,657,studyPMTCT_CQI,LinDA
KO_72,6.665609617505737,1.8088436194014295,1.240183560749184,1.4585289441417228,0.14517268053445742,0.46455257771026376,No,657,studyPMTCT_CQI,LinDA
KO_40,21573.448412265912,0.6869830323082193,0.4830939990936064,1.4220483665645918,0.15548675958680788,0.4784207987286397,No,657,studyPMTCT_CQI,LinDA
KO_71,3555.424395989133,-0.5364381239045586,0.43805263839295355,-1.2245974042584093,0.22116584597401445,0.6553062102933761,No,657,studyPMTCT_CQI,LinDA
KO_31,0.24483186884667874,2.274910751595084,1.9370655264425884,1.1744108397680004,0.24065600317127533,0.6875885804893581,No,657,studyPMTCT_CQI,LinDA
KO_55,0.24483186884667996,1.6844929281632892,1.8320910112752558,0.9194373629892826,0.35820429271044396,0.9881497729943283,No,657,studyPMTCT_CQI,LinDA
KO_1,25793.31545883521,-0.006654519482713894,0.38593470796335994,-0.017242604371684716,0.9862483086502165,0.997162912143898,No,657,studyPMTCT_CQI,LinDA
KO_3,0.24483186884667815,0.06975784824114362,0.41840798772206145,0.16672207579240125,0.8676400319815989,0.997162912143898,No,657,studyPMTCT_CQI,LinDA
KO_5,28519.205038517182,0.12753948748506772,0.4203194620869226,0.3034346467132954,0.7616547067022309,0.997162912143898,No,657,studyPMTCT_CQI,LinDA
KO_6,16194.754398621988,-0.051581814924977376,0.4279962934761832,-0.12051930288000909,0.9041086361153579,0.997162912143898,No,657,studyPMTCT_CQI,LinDA
KO_7,37303.361834506184,-0.18711223751358386,0.46316234362671355,-0.4039884504608761,0.686352675987505,0.997162912143898,No,657,studyPMTCT_CQI,LinDA
KO_10,157.21387211153097,0.12580455646460287,1.0104807604118495,0.12449970488634313,0.9009577154836913,0.997162912143898,No,657,studyPMTCT_CQI,LinDA
KO_12,0.24483186884667757,0.06975784824114117,0.37299213125868397,0.18702230528493777,0.8517008820220617,0.997162912143898,No,657,studyPMTCT_CQI,LinDA
KO_14,1842.0509019490735,-0.323890672425988,0.6771114409393006,-0.4783417512140709,0.6325661146071452,0.997162912143898,No,657,studyPMTCT_CQI,LinDA
KO_16,39426.16254297819,0.10323684439426128,0.41510706942160996,0.24869931639108553,0.8036710981541634,0.997162912143898,No,657,studyPMTCT_CQI,LinDA
KO_17,32882.66179265635,0.1413187481290823,0.41795214896663885,0.3381218363836249,0.7353793905918076,0.997162912143898,No,657,studyPMTCT_CQI,LinDA
KO_18,54320.230503775376,0.12768780120788592,0.41441746778161553,0.30811394580301144,0.7580932884548359,0.997162912143898,No,657,studyPMTCT_CQI,LinDA
KO_19,10728.911707476598,-0.09571087112695875,0.43500946852699934,-0.22002020197640446,0.8259237668533677,0.997162912143898,No,657,studyPMTCT_CQI,LinDA
KO_21,21053.88302460556,0.09534937233299745,0.622178535964131,0.1532508224271086,0.8782475365134712,0.997162912143898,No,657,studyPMTCT_CQI,LinDA
KO_25,94264.5133199502,0.13270312340947643,0.39188048450311347,0.33863162024446797,0.73499545169889835,0.997162912143898,No,657,studyPMTCT_CQI,LinDA
KO_26,34871.33141193416,-0.05505570569092533,0.3942236931003798,-0.1396560040771235,0.8889745893314803,0.997162912143898,No,657,studyPMTCT_CQI,LinDA
KO_27,0.24483186884668118,-1.1979562726096364,1.4599008822660522,-0.8205737027504043,0.4121867507554938,0.997162912143898,No,657,studyPMTCT_CQI,LinDA
KO_29,21339.168975699133,-0.40910389618050336,0.49147331639432557,-0.832403067539613,0.40548393567816376,0.997162912143898,No,657,studyPMTCT_CQI,LinDA
KO_30,5770.8765199356,-0.1535409807171506,0.722441389311142,-0.2125307090497045,0.8317589444082443,0.997162912143898,No,657,studyPMTCT_CQI,LinDA
KO_32,35388.513910231995,0.16016682780285274,0.4091022316166928,0.391508076526262,0.6955486638499393,0.997162912143898,No,657,studyPMTCT_CQI,LinDA
