KO,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,reject,df,name,method
KO_66,18457.980731719803,0.08033336868453692,0.35214069446336765,0.22812861435102838,0.8196172363023175,0.9974823568014521,No,657,health_statusHIV,LinDA
KO_67,6156.046295093778,-0.061542749410792436,0.34913690210118636,-0.17627111038797097,0.8601352763527499,0.9974823568014521,No,657,health_statusHIV,LinDA
KO_68,250.55454224193002,0.32254130913906254,1.1640058233318231,0.277095958348239,0.7817935840842443,0.9974823568014521,No,657,health_statusHIV,LinDA
KO_69,23564.86775111981,-0.0011741891967502194,0.3719786218979433,-0.0031566039756778606,0.9974823568014521,0.9974823568014521,No,657,health_statusHIV,LinDA
KO_70,0.24483186884667996,1.3492220720604282,1.272099092037706,1.0606265506401573,0.2892493915762235,0.9974823568014521,No,657,health_statusHIV,LinDA
KO_71,3555.424395989133,0.06689255932050567,0.3778823868094217,0.17701952156410442,0.8595476122826837,0.9974823568014521,No,657,health_statusHIV,LinDA
KO_72,6.665609617505737,-0.03632918777526528,1.0698338120664714,-0.03395778612109154,0.9729211269284038,0.9974823568014521,No,657,health_statusHIV,LinDA
KO_73,1.484006837473876,0.7500131100076058,1.1089736338974758,0.6763128419669392,0.4990800512345822,0.9974823568014521,No,657,health_statusHIV,LinDA
KO_74,5.518321018671957,1.0567080382885616,1.681183144325432,0.6285502218216454,0.5298620049514762,0.9974823568014521,No,657,health_statusHIV,LinDA
KO_76,0.2448318688466691,-0.28396591867313714,1.0968937469847773,-0.2588818830025458,0.7958074635727591,0.9974823568014521,No,657,health_statusHIV,LinDA
KO_77,5838.033106311961,0.14104547128070075,0.705605105234077,0.19989292911069628,0.8416261743132583,0.9974823568014521,No,657,health_statusHIV,LinDA
KO_78,18682.903292159695,0.05123668979306839,0.36763372707731135,0.13936885007912672,0.8892013965161998,0.9974823568014521,No,657,health_statusHIV,LinDA
KO_79,28238.521053382858,-0.29960741025344706,0.33345931865224043,-0.8984826438930711,0.3692574474557482,0.9974823568014521,No,657,health_statusHIV,LinDA
KO_80,65745.7892667965,-0.17939797765830975,0.3159521668528386,-0.5678010676276455,0.5703640343867014,0.9974823568014521,No,657,health_statusHIV,LinDA
KO_43,5466.439173369654,-3.1643315439280357,0.40300446960558417,-7.851852231378303,1.672833751186924e-14,1.3382670009495391e-12,Yes,657,studyKervinen_2022,LinDA
KO_49,2895.1418654153817,-3.6445137487063546,0.5635159193984947,-6.467454819371498,1.9464004713596372e-10,7.785601885438549e-9,Yes,657,studyKervinen_2022,LinDA
KO_24,0.24483186884667937,1.931325382861231,0.35262299611603715,5.477026184150771,6.16476554583429e-8,1.643937478889144e-6,Yes,657,studyKervinen_2022,LinDA
KO_45,8413.548772070719,-0.757687542654331,0.14038123324264595,-5.397356364184978,9.455011598298736e-8,1.8910023196597472e-6,Yes,657,studyKervinen_2022,LinDA
KO_40,21573.448412265912,-1.0978411317828431,0.20923392648578576,-5.246955645395417,2.089050738769899e-7,3.3424811820318386e-6,Yes,657,studyKervinen_2022,LinDA
KO_51,1234.7321072756224,3.443880763149145,0.6616357920448103,5.205100456409261,2.5958281699295565e-7,3.461104226572742e-6,Yes,657,studyKervinen_2022,LinDA
KO_27,0.24483186884668118,3.1304102313558824,0.6323009485725397,4.950823240773221,9.404907302644695e-7,9.404907302644695e-6,Yes,657,studyKervinen_2022,LinDA
KO_55,0.24483186884667996,3.940634150992547,0.7935010509086431,4.966136020210814,8.717012211130352e-7,9.404907302644695e-6,Yes,657,studyKervinen_2022,LinDA
KO_70,0.24483186884667996,3.1262637904754627,0.6386913811210027,4.894795644476028,1.2396600425219613e-6,1.1019200377972989e-5,Yes,657,studyKervinen_2022,LinDA
KO_56,0.7607843546504753,2.9537458650135116,0.6358777121370905,4.645147657536872,4.106385236680472e-6,3.2851081893443776e-5,Yes,657,studyKervinen_2022,LinDA
KO_68,250.55454224193002,2.673183269321246,0.5844202637907833,4.5740769698537,5.718071418271419e-6,4.158597395106486e-5,Yes,657,studyKervinen_2022,LinDA
KO_31,0.24483186884667874,3.7586489383655786,0.8389667988388855,4.48009258956073,8.799677695213584e-6,5.8664517968090564e-5,Yes,657,studyKervinen_2022,LinDA
KO_9,6.82516347331591,-3.0040031086453856,0.6894892573032714,-4.356852665688563,1.5306956937605425e-5,8.163710366722893e-5,Yes,657,studyKervinen_2022,LinDA
KO_23,222.6763367845042,2.0321140612051525,0.46306575832781016,4.388391982476478,1.3301768089001351e-5,8.163710366722893e-5,Yes,657,studyKervinen_2022,LinDA
KO_75,0.24483186884667996,1.3437833281502367,0.3081770824668062,4.360425886941076,1.5066043658094548e-5,8.163710366722893e-5,Yes,657,studyKervinen_2022,LinDA
KO_2,11.84894577812223,-2.7397495938196097,0.6364470615206839,-4.304756451028992,1.9265748841261735e-5,9.464497075130829e-5,Yes,657,studyKervinen_2022,LinDA
KO_33,0.24483186884666672,3.461747189383158,0.8060022670134921,4.294959618674634,2.011205628465301e-5,9.464497075130829e-5,Yes,657,studyKervinen_2022,LinDA
KO_72,6.665609617505737,-2.2332590058999733,0.5371386861884723,-4.15769532771349,3.640881777521863e-5,1.6181696788986058e-4,Yes,657,studyKervinen_2022,LinDA
KO_14,1842.0509019490735,1.1062703527533295,0.2932652562896493,3.7722516698694766,1.7638570495694697e-4,7.42676652450303e-4,Yes,657,studyKervinen_2022,LinDA
KO_48,9.491566745756002,2.331531857655888,0.6521859150979298,3.5749497247357667,3.7598036156174906e-4,0.0015039214462469962,Yes,657,studyKervinen_2022,LinDA
KO_71,3555.424395989133,-0.5045127606029636,0.1897259616355867,-2.659165652679621,0.008024339010182955,0.030568910514982686,Yes,657,studyKervinen_2022,LinDA
KO_80,65745.7892667965,-0.4166940587530816,0.15863223791172362,-2.6267930418088494,0.008820365228247775,0.032074055375446456,Yes,657,studyKervinen_2022,LinDA
KO_37,103.71093027407389,1.6545968855668425,0.7929154649322913,2.0867254565505693,0.037297907778136574,0.1297318531413446,No,657,studyKervinen_2022,LinDA
KO_3,0.24483186884667815,0.3711468408558597,0.18121762288158794,2.048072560240878,0.04094986022926881,0.1364995340975627,No,657,studyKervinen_2022,LinDA
KO_78,18682.903292159695,0.3356813359442872,0.18458034783874366,1.8186190451734927,0.06942472618434098,0.22215912378989114,No,657,studyKervinen_2022,LinDA
KO_41,17790.970352435645,0.4036369975356073,0.22738406747466447,1.7751331569463689,0.07633880940925632,0.2348886443361733,No,657,studyKervinen_2022,LinDA
KO_15,2.6361170955955324,1.4392624069200395,0.8388209923114203,1.7158159131831785,0.08666717889458712,0.24662091524439844,No,657,studyKervinen_2022,LinDA
KO_38,0.5452874241885606,0.6923063622847772,0.4069791362514394,1.701085634662749,0.08940008177609443,0.24662091524439844,No,657,studyKervinen_2022,LinDA
KO_53,105.88744573645776,1.352709877960937,0.7905436628142734,1.7111134293903465,0.08753218478235014,0.24662091524439844,No,657,studyKervinen_2022,LinDA
KO_42,4782.526832683754,0.276796378081281,0.1715289710919487,1.6137004514118103,0.10707257764711693,0.2855268737256451,No,657,studyKervinen_2022,LinDA
KO_26,34871.33141193416,-0.2689164406575127,0.17074310874463414,-1.5749768329432727,0.11574317574538043,0.2906372551183245,No,657,studyKervinen_2022,LinDA
KO_54,9.646803879260563,1.7026478480278233,1.0825832065244805,1.572763957325733,0.1162549020473298,0.2906372551183245,No,657,studyKervinen_2022,LinDA
KO_4,158.44366494642694,-0.9158503553051689,0.6240337787068135,-1.4676294562180392,0.14268344468825256,0.3458992598503092,No,657,studyKervinen_2022,LinDA
KO_11,195.99814577098303,0.918660778890827,0.6699313926263024,1.3712759082529955,0.17075713357255373,0.40178149075895,No,657,studyKervinen_2022,LinDA
KO_21,21053.88302460556,-0.35119815337804766,0.26947314249235454,-1.30327701725604,0.19293673949848006,0.4409982617108115,No,657,studyKervinen_2022,LinDA
KO_1,25793.31545883521,-0.17519185412058136,0.1671530477832995,-1.0480924903487463,0.29498140044753446,0.6050900522000706,No,657,studyKervinen_2022,LinDA
KO_10,157.21387211153097,0.472168913630337,0.4376515906552315,1.0788694105359649,0.28104186866368663,0.6050900522000706,No,657,studyKervinen_2022,LinDA
KO_20,0.24483186884667874,0.5806686253890098,0.5518826637948453,1.0521595684782468,0.29311316497301637,0.6050900522000706,No,657,studyKervinen_2022,LinDA
KO_79,28238.521053382858,-0.17759177642440138,0.1674221718345155,-1.0607422808965696,0.2891968192355518,0.6050900522000706,No,657,studyKervinen_2022,LinDA
KO_39,0.24483186884667635,0.3343746083156759,0.3252953142412777,1.0279109279381253,0.3043700091392267,0.6067195679818018,No,657,studyKervinen_2022,LinDA
KO_46,447.25059421528874,-0.5431109280392548,0.5440654181833711,-0.998245633498811,0.31852777319044595,0.6067195679818018,No,657,studyKervinen_2022,LinDA
KO_50,25840.546672815213,-0.16615203562507502,0.16560845342540492,-1.0032823336516148,0.31609401979761287,0.6067195679818018,No,657,studyKervinen_2022,LinDA
KO_32,35388.513910231995,-0.16747501494248768,0.1771871859635171,-0.945186944709257,0.344910912587174,0.6391494980766164,No,657,studyKervinen_2022,LinDA
KO_66,18457.980731719803,-0.16482936067087955,0.17680165633594433,-0.9322840299509639,0.351532223942139,0.6391494980766164,No,657,studyKervinen_2022,LinDA
KO_74,5.518321018671957,-0.7694251500393323,0.844082973635778,-0.9115515584032375,0.3623391654486846,0.6441585163532171,No,657,studyKervinen_2022,LinDA
KO_64,2.2538298208281704,0.5712280283382195,0.7579462632013024,0.7536524105621291,0.45132796177184964,0.7849181943858254,No,657,studyKervinen_2022,LinDA
KO_5,28519.205038517182,0.12739986048189864,0.18204550583498255,0.6998242549166902,0.4842847757266533,0.8192530695639987,No,657,studyKervinen_2022,LinDA
KO_17,32882.66179265635,0.12458325035562429,0.1810201935348761,0.6882284673484318,0.49155184173839916,0.8192530695639987,No,657,studyKervinen_2022,LinDA
KO_34,30519.020361424053,0.11735358177056324,0.17873444866413038,0.6565806572133653,0.511680490487719,0.8353967191636229,No,657,studyKervinen_2022,LinDA
KO_16,39426.16254297819,0.11286323455930133,0.17978795474597026,0.6277574864165423,0.5303809448153766,0.8363387537704736,No,657,studyKervinen_2022,LinDA
KO_63,39916.03794223168,-0.10207697080147926,0.16371349623582293,-0.6235098092001001,0.533165955528677,0.8363387537704736,No,657,studyKervinen_2022,LinDA
KO_6,16194.754398621988,0.11164460179608363,0.18537043551234972,0.6022783594779096,0.5471966624640185,0.8382922930364907,No,657,studyKervinen_2022,LinDA
KO_12,0.24483186884667757,-0.09093480711510615,0.1615474593308582,-0.5628984045417056,0.5736960969760021,0.8382922930364907,No,657,studyKervinen_2022,LinDA
KO_18,54320.230503775376,0.09780514694055908,0.17948927983152754,0.5449080136282294,0.5860016983331819,0.8382922930364907,No,657,studyKervinen_2022,LinDA
KO_47,10926.134937123561,0.09300537278556803,0.17595705654311372,0.5285685872040004,0.5972832587884996,0.8382922930364907,No,657,studyKervinen_2022,LinDA
KO_58,0.24483186884667757,-0.09093480711510615,0.1615474593308582,-0.5628984045417056,0.5736960969760021,0.8382922930364907,No,657,studyKervinen_2022,LinDA
KO_73,1.484006837473876,-0.30181770243319,0.5567898808308887,-0.5420675066558183,0.587955797718315,0.8382922930364907,No,657,studyKervinen_2022,LinDA
KO_36,23723.475672066,0.08751475138029852,0.1768193469040625,0.4949387774166008,0.6208088104964666,0.856288014477885,No,657,studyKervinen_2022,LinDA
KO_7,37303.361834506184,0.08803860323225829,0.2006012824402699,0.4388735812717062,0.6608974285393527,0.8961321064940375,No,657,studyKervinen_2022,LinDA
KO_8,170.87801744043858,0.3710250395295165,0.9004520543874946,0.4120430818294874,0.6804422461466224,0.9057424349420583,No,657,studyKervinen_2022,LinDA
KO_35,24494.926431721717,0.07034615711724168,0.18126839584113538,0.38807734128619664,0.6980845072801416,0.9057424349420583,No,657,studyKervinen_2022,LinDA
KO_44,3471.4944385147624,0.12084112675381367,0.31997350438709393,0.3776597908795094,0.7058053124200676,0.9057424349420583,No,657,studyKervinen_2022,LinDA
KO_69,23564.86775111981,0.06865808762798847,0.1867618185206932,0.3676237904075728,0.713272167516871,0.9057424349420583,No,657,studyKervinen_2022,LinDA
KO_13,0.24483186884667513,-0.09093480711507174,0.3079614675103151,-0.2952798213692948,0.7678734192990151,0.9265562123557428,No,657,studyKervinen_2022,LinDA
KO_19,10728.911707476598,-0.035548430584902146,0.18840792750307528,-0.188677998086476,0.8504034624701836,0.9265562123557428,No,657,studyKervinen_2022,LinDA
KO_22,0.24483186884667033,-0.09093480711500362,0.5927758626533882,-0.15340504370059957,0.8781259721172283,0.9265562123557428,No,657,studyKervinen_2022,LinDA
KO_25,94264.5133199502,0.02775007191452089,0.16972823640860604,0.16349708511502467,0.8701773476966459,0.9265562123557428,No,657,studyKervinen_2022,LinDA
KO_28,0.5452874241885478,-0.0909348071149953,0.6246105470266425,-0.1455864098803258,0.8842925507539495,0.9265562123557428,No,657,studyKervinen_2022,LinDA
KO_30,5770.8765199356,0.07429490917328685,0.31289821199399154,0.23744114323898247,0.8123885965897375,0.9265562123557428,No,657,studyKervinen_2022,LinDA
KO_52,46245.015101670964,0.03409705605672003,0.1699383369646096,0.2006436962121201,0.8410392828015711,0.9265562123557428,No,657,studyKervinen_2022,LinDA
KO_59,0.2448318688466739,-0.09093480711504814,0.5292107202856363,-0.17183099969321666,0.8636233061541525,0.9265562123557428,No,657,studyKervinen_2022,LinDA
KO_60,33300.91349466981,0.04541187771219485,0.1838894050156551,0.2469521161827066,0.8050224271370797,0.9265562123557428,No,657,studyKervinen_2022,LinDA
KO_61,15129.142939834253,0.02620542027044842,0.19259267704251848,0.1360665455865857,0.8918103543924025,0.9265562123557428,No,657,studyKervinen_2022,LinDA
KO_65,9603.157672606525,0.03800611546823596,0.1878505345232923,0.2023210397813557,0.8397283859638033,0.9265562123557428,No,657,studyKervinen_2022,LinDA
KO_67,6156.046295093778,-0.05536798468318044,0.17529352202124313,-0.31585870398833454,0.7522100702588472,0.9265562123557428,No,657,studyKervinen_2022,LinDA
KO_76,0.2448318688466691,-0.09093480711502461,0.5507248504379353,-0.16511840176217477,0.8689015803955638,0.9265562123557428,No,657,studyKervinen_2022,LinDA
KO_77,5838.033106311961,-0.08460674053352868,0.35426791985684797,-0.23882134337118766,0.8113185936538589,0.9265562123557428,No,657,studyKervinen_2022,LinDA
KO_57,16762.883353965182,-0.01713317533493952,0.17828686256156745,-0.09609892220198196,0.9234713119762856,0.9471500635654211,No,657,studyKervinen_2022,LinDA
KO_62,26097.18364870049,0.012856030465499768,0.1795984293743375,0.07158208738398211,0.9429562799653535,0.954892435407953,No,657,studyKervinen_2022,LinDA
KO_29,21339.168975699133,-0.003312729597274633,0.21286311141333447,-0.015562722800015936,0.9875879696299189,0.9875879696299189,No,657,studyKervinen_2022,LinDA
KO_28,0.5452874241885478,6.436024638519104,0.7444532863440562,8.645303549032402,4.0883373133510855e-17,3.270669850680868e-15,Yes,657,studyLivson_2022,LinDA
KO_51,1234.7321072756224,3.783891603290776,0.7885824888730253,4.798345964666792,1.981693066015109e-6,7.926772264060436e-5,Yes,657,studyLivson_2022,LinDA
KO_11,195.99814577098303,3.5696799467835083,0.7984697492538944,4.470651455636343,9.185201976678105e-6,2.449387193780828e-4,Yes,657,studyLivson_2022,LinDA
KO_56,0.7607843546504753,3.2222399309370093,0.7578822592203281,4.251636572482764,2.429867046831488e-5,4.859734093662976e-4,Yes,657,studyLivson_2022,LinDA
KO_68,250.55454224193002,2.9162401871928996,0.6965517762327361,4.186681143741004,3.2164468195626006e-5,5.146314911300161e-4,Yes,657,studyLivson_2022,LinDA
KO_72,6.665609617505737,-2.4167762207224723,0.6401983797088852,-3.775042701328678,1.7446414323735168e-4,0.0023261885764980224,Yes,657,studyLivson_2022,LinDA
KO_37,103.71093027407389,3.352593970639781,0.945050522236364,3.547528827036903,4.1654504775638147e-4,0.003950754136026277,Yes,657,studyLivson_2022,LinDA
KO_38,0.5452874241885606,1.7123176417862893,0.4850653849796842,3.530075933697074,4.444598403029561e-4,0.003950754136026277,Yes,657,studyLivson_2022,LinDA
KO_53,105.88744573645776,3.354613914628071,0.9422236473305182,3.5603159866898584,3.971438664686551e-4,0.003950754136026277,Yes,657,studyLivson_2022,LinDA
KO_48,9.491566745756002,2.584389625072379,0.7773194834976902,3.3247457190233396,9.341961074385108e-4,0.007473568859508086,Yes,657,studyLivson_2022,LinDA
KO_14,1842.0509019490735,1.1017647544412792,0.349533457055199,3.152100985478155,0.0016947501151772166,0.01232545538310703,Yes,657,studyLivson_2022,LinDA
KO_40,21573.448412265912,-0.7560902884711869,0.2493792090583603,-3.031889832861908,0.002525942886171267,0.016839619241141784,Yes,657,studyLivson_2022,LinDA
KO_8,170.87801744043858,2.8530033337632363,1.07321993564645,2.6583584957772337,0.008043375677600887,0.04949769647754392,Yes,657,studyLivson_2022,LinDA
KO_54,9.646803879260563,2.977339833293763,1.2902962168579244,2.307485517197018,0.021337692521560286,0.12192967155177306,No,657,studyLivson_2022,LinDA
KO_2,11.84894577812223,-1.6460371334407025,0.7585608484976173,-2.169947390114839,0.03036847891003158,0.16196522085350173,No,657,studyLivson_2022,LinDA
KO_45,8413.548772070719,-0.35223770721945974,0.16731589135983888,-2.105225656431628,0.0356507027557087,0.1690728128308203,No,657,studyLivson_2022,LinDA
KO_74,5.518321018671957,-2.1147479869369716,1.0060354354589773,-2.1020611326400975,0.03592797272654931,0.1690728128308203,No,657,studyLivson_2022,LinDA
KO_44,3471.4944385147624,0.6986889782429082,0.38136616171138044,1.8320686216824844,0.06739371460424697,0.2995276204633199,No,657,studyLivson_2022,LinDA
KO_23,222.6763367845042,-0.8101843286858523,0.5519132317274759,-1.4679559795114783,0.14259474582156542,0.5384393268733211,No,657,studyLivson_2022,LinDA
KO_33,0.24483186884666672,1.3959744254734059,0.9606482620815553,1.4531587476654313,0.1466571368838253,0.5384393268733211,No,657,studyLivson_2022,LinDA
KO_43,5466.439173369654,-0.7247295470997921,0.48032810723002933,-1.5088218577904682,0.13182503643068075,0.5384393268733211,No,657,studyLivson_2022,LinDA
KO_59,0.2448318688466739,0.8984484577170793,0.6307492913153486,1.424414533773756,0.15480130647607981,0.5384393268733211,No,657,studyLivson_2022,LinDA
KO_77,5838.033106311961,0.603919572140904,0.42224057605042914,1.4302736553409223,0.1531138846979208,0.5384393268733211,No,657,studyLivson_2022,LinDA
KO_78,18682.903292159695,0.27154307067480216,0.21999539904858587,1.234312498575627,0.21752778712050588,0.7250926237350196,No,657,studyLivson_2022,LinDA
KO_71,3555.424395989133,-0.2631260770253104,0.22612829116760694,-1.1636141398613435,0.2450028297833522,0.784009055306727,No,657,studyLivson_2022,LinDA
KO_4,158.44366494642694,0.8448602285352995,0.7437658546745146,1.1359223110679444,0.25640326419674686,0.788933120605375,No,657,studyLivson_2022,LinDA
KO_80,65745.7892667965,-0.2062956790242611,0.18906867870813837,-1.0911150404912688,0.27562224741911173,0.8166585108714421,No,657,studyLivson_2022,LinDA
KO_73,1.484006837473876,-0.7032266188958929,0.6636200085971171,-1.059682664455075,0.28967840805952755,0.827652594455793,No,657,studyLivson_2022,LinDA
KO_79,28238.521053382858,-0.20150119872454403,0.19954511915045836,-1.0098026931573845,0.31296157590186874,0.8633422783499828,No,657,studyLivson_2022,LinDA
KO_9,6.82516347331591,-0.7249636164043209,0.8217801411484149,-0.8821868284517127,0.3779984269517611,0.9045072400344738,No,657,studyLivson_2022,LinDA
KO_15,2.6361170955955324,0.8794490947012205,0.9997638486145879,0.8796568268795752,0.37936687201026575,0.9045072400344738,No,657,studyLivson_2022,LinDA
KO_63,39916.03794223168,-0.17735452297481963,0.19512486760239584,-0.9089283449827283,0.3637212468252803,0.9045072400344738,No,657,studyLivson_2022,LinDA
KO_65,9603.157672606525,0.19487000149364345,0.22389302971758412,0.8703710059194341,0.38441557701465134,0.9045072400344738,No,657,studyLivson_2022,LinDA
KO_75,0.24483186884667996,0.34500139609898284,0.36730638461113135,0.9392741606281555,0.34793518344221996,0.9045072400344738,No,657,studyLivson_2022,LinDA
KO_29,21339.168975699133,0.21296585367451662,0.2537047182239119,0.8394240957180764,0.4015366996465146,0.9177981706206048,No,657,studyLivson_2022,LinDA
KO_41,17790.970352435645,0.2138255818100058,0.2710117802198626,0.7889899901640305,0.43040247303515367,0.9564499400781193,No,657,studyLivson_2022,LinDA
KO_30,5770.8765199356,-0.2772979321417485,0.37293334753787033,-0.7435589602605589,0.4574091547553647,0.9650597897258874,No,657,studyLivson_2022,LinDA
KO_42,4782.526832683754,-0.15167720758892816,0.20443988152375697,-0.7419159434960957,0.4584034001197965,0.9650597897258874,No,657,studyLivson_2022,LinDA
KO_1,25793.31545883521,-0.06776217378669175,0.19922435882177722,-0.34012996295955283,0.7338673735555974,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_3,0.24483186884667815,-0.036537234261681706,0.21598747497919138,-0.16916367148234762,0.8657199725893108,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_5,28519.205038517182,0.08904241451503486,0.2169742021298883,0.41038249543478433,0.681659178286872,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_6,16194.754398621988,0.02486595033764416,0.22093707921699787,0.11254765576592764,0.9104235641486691,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_7,37303.361834506184,-0.06859450026334468,0.23909023737814208,-0.28689795541445084,0.7742809110143202,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_10,157.21387211153097,-0.2679893162686025,0.5216229000422137,-0.5137606425003863,0.6075920849954956,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_12,0.24483186884667757,-0.03653723426168132,0.19254323765727308,-0.18976119185612525,0.8495548790065263,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_13,0.24483186884667513,-0.03653723426168254,0.36704940005698183,-0.09954309762122045,0.9207374358262752,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_16,39426.16254297819,0.08458465891130784,0.21428349936269164,0.39473248832912544,0.6931684317122767,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_17,32882.66179265635,0.09707306463531867,0.21575216527031751,0.4499285766782229,0.6529103516673894,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_18,54320.230503775376,0.06306335634440041,0.21392751830751433,0.29478842574029557,0.7682486315099321,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_19,10728.911707476598,0.03275999996355494,0.22455736854048725,0.14588699616707693,0.8840553451249573,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_20,0.24483186884667874,-0.0365372342617134,0.6577712539344294,-0.05554702192162939,0.9557195569825974,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_21,21053.88302460556,0.10765917455350504,0.32117639938176795,0.33520263244976295,0.7375792350936765,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_22,0.24483186884667033,-0.036537234261729,0.706510546641353,-0.051715058516000396,0.9587714574460793,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_24,0.24483186884667937,-0.03653723426168154,0.42028004417907133,-0.086935448798311,0.9307493105992086,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_25,94264.5133199502,-0.019250484733020212,0.2022936435852052,-0.09516109548401105,0.9242158871452821,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_26,34871.33141193416,-0.019572513457332463,0.20350323738629028,-0.09617789725958942,0.9234086138284203,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_27,0.24483186884668118,-0.03653723426169758,0.7536192293967348,-0.048482354001164886,0.9613465615064504,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_31,0.24483186884667874,-0.036537234261696194,0.9999376307401998,-0.03653951320408819,0.9708632717588499,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_32,35388.513910231995,-0.10809264406777191,0.2111837264300458,-0.5118417308711398,0.6089337748090615,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_34,30519.020361424053,0.08347518545881377,0.21302785923854928,0.3918510271716996,0.6952953572907838,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_35,24494.926431721717,-0.007899125507534688,0.2160479896419239,-0.03656190238394086,0.9708454265165175,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_36,23723.475672066,0.014518987727611177,0.2107453108477918,0.06889352683200309,0.94509533326863,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_39,0.24483186884667635,-0.03653723426168565,0.38770905626240115,-0.09423879497144703,0.924948200400439,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_46,447.25059421528874,-0.3251416279502411,0.6484541295065377,-0.5014103745436369,0.6162503024458941,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_47,10926.134937123561,0.05741172814264306,0.20971757461111287,0.2737573531884668,0.7843571400476631,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_49,2895.1418654153817,0.07598093943191964,0.6716365583328959,0.11312805785991739,0.9099635885572281,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_50,25840.546672815213,-0.11388751665398883,0.1973834063254146,-0.5769862764767018,0.5641463688485324,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_52,46245.015101670964,0.003072424228513504,0.20254405570220216,0.015169165137242282,0.987901826634592,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_55,0.24483186884667996,-0.03653723426168759,0.9457484633880261,-0.038633141555205384,0.9691946147427792,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_57,16762.883353965182,0.08948165466381897,0.21249439571225903,0.42110124534760457,0.6738188720193516,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_58,0.24483186884667757,-0.03653723426168132,0.19254323765727308,-0.18976119185612525,0.8495548790065263,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_60,33300.91349466981,0.05315373534611778,0.21917188644897845,0.24252077311243825,0.8084523504209479,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_61,15129.142939834253,0.0022571625702091924,0.2295450373558721,0.009833201345624522,0.992157351922065,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_62,26097.18364870049,0.03725094266457735,0.2140576101483176,0.1740229774534373,0.8619010108678883,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_64,2.2538298208281704,-0.42425694881930925,0.9033718517858114,-0.46963711342192693,0.6387701311216244,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_66,18457.980731719803,0.02008189525572912,0.21072422602680124,0.09529941399891524,0.9241060667827696,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_67,6156.046295093778,0.07058720252775846,0.20892672908703272,0.3378562562875998,0.7355794359915476,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_69,23564.86775111981,0.11391284713683719,0.22259542401769877,0.5117483777554199,0.6089990803630401,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_70,0.24483186884667996,-0.036537234261685925,0.761235781077634,-0.04799726335769772,0.9617330099936465,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_76,0.2448318688466691,-0.036537234261678486,0.6563912933131625,-0.05566380089725942,0.9556265603903371,0.992157351922065,No,657,studyLivson_2022,LinDA
KO_28,0.5452874241885478,13.557758541935794,0.7117462671367509,19.04858397990148,9.604260656093838e-65,7.68340852487507e-63,Yes,657,studyMovassagh_2021,LinDA
KO_22,0.24483186884667033,11.809847145631927,0.6754705143880964,17.483882559004634,1.7225973300865348e-56,6.890389320346139e-55,Yes,657,studyMovassagh_2021,LinDA
KO_56,0.7607843546504753,10.741577115700814,0.7245852477571547,14.82444908856447,4.21418065240369e-43,1.1237815073076506e-41,Yes,657,studyMovassagh_2021,LinDA
KO_48,9.491566745756002,10.139283850585413,0.7431685115786519,13.64331735348604,1.701697803352852e-37,3.4033956067057036e-36,Yes,657,studyMovassagh_2021,LinDA
