KO,rab.all,rab.win.0,rab.win.1,diff.btw,diff.win,effect,overlap,name,method
KO_79,5.413819987166039,5.62615311007116,4.369415473260338,-1.2348673014223581,1.3642248089342344,-0.8573527113751567,0.16620000200729942,studyMovassagh_2021,ALDEx2
KO_80,6.631073563153759,6.856594274423343,5.3246528351174005,-1.399184350666836,1.3374046157751445,-0.979151210946158,0.1437712481613775,studyMovassagh_2021,ALDEx2
KO_1,5.434517410237019,5.540470645641322,4.76043592807194,-0.6175199667621918,1.651192271806432,-0.34864481370362116,0.35430118782829306,studyPMTCT_CQI,ALDEx2
KO_2,-5.673441544602843,-5.960848989670822,-1.7658455992965916,2.5817900629454282,6.384762030006803,0.38661351595051563,0.3339583340083274,studyPMTCT_CQI,ALDEx2
KO_3,-9.573986018528483,-9.321227653134157,-11.322316794703005,-2.0041240494859593,4.810858507535911,-0.36888584895243204,0.3288898153226453,studyPMTCT_CQI,ALDEx2
KO_4,-0.17086732455231246,-0.6105781599099984,0.6928676204456741,1.5760928042611786,4.370302065331633,0.34450843183554125,0.33000000069524277,studyPMTCT_CQI,ALDEx2
KO_5,5.800256461369478,5.8949952166338075,4.9917876162168024,-0.7019923235696677,1.8683410233272282,-0.3569502780967552,0.3453447204683246,studyPMTCT_CQI,ALDEx2
KO_6,4.903345796804924,5.0093068421949605,3.9703565149772695,-0.8229309098679174,1.906916684278166,-0.42114380002909657,0.3287500007017087,studyPMTCT_CQI,ALDEx2
KO_7,6.094303407026343,6.187818758357217,5.11048757909826,-0.8554944140291587,2.1393620014942125,-0.38289884908674526,0.33750000065715824,studyPMTCT_CQI,ALDEx2
KO_8,3.4513062523570848,3.412588506584269,3.6346033293722906,0.5084603121718878,4.206775510264224,0.07711809576208345,0.40666666701643106,studyPMTCT_CQI,ALDEx2
KO_9,-6.905167301183339,-7.334988344654082,-1.0263419528123015,4.59429062850838,7.719617070606809,0.5420593195832388,0.28285773893879007,studyPMTCT_CQI,ALDEx2
KO_10,-1.2200953594357857,-0.9572476554859426,-2.746010553688997,-2.1168136063136105,4.106770768402843,-0.4573437680632513,0.2697916677232945,studyPMTCT_CQI,ALDEx2
KO_11,2.4870972722137052,2.5278691618973075,2.3092529071746077,-0.006784887365078429,2.460637683784573,-9.404407304529302e-4,0.499062695275207,studyPMTCT_CQI,ALDEx2
KO_12,-9.7386419524016965,-9.521862215957785,-11.241378982376935,-1.7315530136297603,4.807407379795244,-0.31283352837619005,0.348958333934494,studyPMTCT_CQI,ALDEx2
KO_13,-9.184072129901,-9.217095909802666,-8.86811549820034,0.4758276911930732,5.285011648083086,0.07846765499803011,0.4601124767125149,studyPMTCT_CQI,ALDEx2
